CBSA;Metro;Year;Population;PercentChng_1960;PercentChng_1990;PercentChng_2000;PercentChng_2010;Source
Seattle-Tacoma-Bellevue, WA;Seattle;2,020;4,024,730;182;57;32;17;PopEst21
Seattle-Tacoma-Bellevue, WA;Seattle;2,021;4,011,553;181;57;32;17;PopEst21
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;1,960;2,335,243;0;0;0;0;DecennialCensus
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;1,970;3,172,984;36;0;0;0;DecennialCensus
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;1,971;3,237,354;39;0;0;0;PopEst80
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;1,972;3,307,162;42;0;0;0;PopEst80
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;1,973;3,327,218;42;0;0;0;PopEst80
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;1,974;3,338,989;43;0;0;0;PopEst80
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;1,975;3,364,959;44;0;0;0;PopEst80
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;1,976;3,384,185;45;0;0;0;PopEst80
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;1,977;3,392,179;45;0;0;0;PopEst80
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;1,978;3,421,760;47;0;0;0;PopEst80
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;1,979;3,428,911;47;0;0;0;PopEst80
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;1,980;3,436,880;47;0;0;0;DecennialCensus
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;1,981;3,511,591;50;0;0;0;PopEst90
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;1,982;3,553,965;52;0;0;0;PopEst90
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;1,983;3,606,464;54;0;0;0;PopEst90
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;1,984;3,683,222;58;0;0;0;PopEst90
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;1,985;3,763,620;61;0;0;0;PopEst90
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;1,986;3,857,438;65;0;0;0;PopEst90
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;1,987;3,958,869;70;0;0;0;PopEst90
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;1,988;4,057,097;74;0;0;0;PopEst90
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;1,989;4,133,237;77;0;0;0;PopEst90
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;1,990;4,169,276;79;0;0;0;DecennialCensus
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;1,991;4,247,235;82;2;0;0;PopEst00
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;1,992;4,312,067;85;3;0;0;PopEst00
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;1,993;4,374,165;87;5;0;0;PopEst00
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;1,994;4,434,176;90;6;0;0;PopEst00
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;1,995;4,488,385;92;8;0;0;PopEst00
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;1,996;4,549,151;95;9;0;0;PopEst00
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;1,997;4,614,434;98;11;0;0;PopEst00
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;1,998;4,684,826;101;12;0;0;PopEst00
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;1,999;4,776,083;105;15;0;0;PopEst00
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;2,000;4,849,948;108;16;0;0;DecennialCensus
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;2,001;4,982,993;113;20;3;0;PopEst10
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;2,002;5,068,667;117;22;5;0;PopEst10
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;2,003;5,137,498;120;23;6;0;PopEst10
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;2,004;5,212,772;123;25;7;0;PopEst10
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;2,005;5,286,683;126;27;9;0;PopEst10
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;2,006;5,332,180;128;28;10;0;PopEst10
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;2,007;5,386,334;131;29;11;0;PopEst10
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;2,008;5,458,415;134;31;13;0;PopEst10
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;2,009;5,561,253;138;33;15;0;PopEst10
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;2,010;5,649,540;142;36;16;0;DecennialCensus
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;2,011;5,782,319;148;39;19;2;PopEst20
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;2,012;5,878,942;152;41;21;4;PopEst20
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;2,013;5,963,312;155;43;23;6;PopEst20
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;2,014;6,031,945;158;45;24;7;PopEst20
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;2,015;6,093,950;161;46;26;8;PopEst20
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;2,016;6,149,301;163;47;27;9;PopEst20
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;2,017;6,211,341;166;49;28;10;PopEst20
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;2,018;6,247,841;168;50;29;11;PopEst20
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;2,019;6,280,487;169;51;29;11;PopEst20
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;2,020;6,385,714;173;53;32;13;PopEst21
Washington-Arlington-Alexandria, DC-VA-MD-WV;Washington;2,021;6,356,434;172;52;31;13;PopEst21
